customer_id,predicted_label,risk_score
SYNID0200999280,1,0.7564047367311408
SYNID0200100125,1,0.7355768772473039
SYNID0200681268,1,0.7296195519394713
SYNID0200931678,1,0.7269473418469188
SYNID0200159270,1,0.72637499333023
SYNID0200485667,1,0.7227550088364734
SYNID0200161910,1,0.7211085741092536
SYNID0200599266,1,0.7199624579616272
SYNID0200151421,1,0.7175461864651386
SYNID0200684443,1,0.7035888882483727
SYNID0200242911,1,0.7025322041322335
SYNID0200950196,1,0.6998478392684141
SYNID0200850567,1,0.694874717520678
SYNID0200600012,1,0.6912987768294749
SYNID0200354860,1,0.6882194891660186
SYNID0200066012,1,0.6874426420789892
SYNID0200528685,1,0.6869970403403315
SYNID0200763817,1,0.6867907805874175
SYNID0200287638,1,0.6796561763398093
SYNID0200283209,1,0.6763383063884065
SYNID0200629332,1,0.6736198337937458
SYNID0200890307,1,0.672691016230111
SYNID0200372400,1,0.6704414502522226
SYNID0200334412,1,0.6695336343301048
SYNID0200358668,1,0.6680618722989782
SYNID0200855360,1,0.6653512522154751
SYNID0200308227,1,0.6647985112946204
SYNID0200364216,1,0.6498784176698051
SYNID0200170423,1,0.6462863923464547
SYNID0200837172,1,0.643696503529085
SYNID0200757363,1,0.6407606172267478
SYNID0200850667,1,0.6336862099757093
SYNID0200017800,1,0.6308973302900782
SYNID0200288623,1,0.6303452473606797
SYNID0200301183,1,0.6240794060844028
SYNID0200136965,1,0.6240698306682236
SYNID0200460216,1,0.6240073492380901
SYNID0200729226,1,0.6237332905808269
SYNID0200230347,1,0.6231998732447137
SYNID0200543533,1,0.6230411613359345
SYNID0200272812,1,0.6227271874687623
SYNID0200483286,1,0.6222267207989076
SYNID0103534436,1,0.6196377688788303
SYNID0200657278,1,0.6195724453679361
SYNID0200514054,1,0.6175411238551242
SYNID0200021203,1,0.616079591403748
SYNID0200394255,1,0.6155062486670293
SYNID0200786655,1,0.6139975330813902
SYNID0200384611,1,0.6137908848809183
SYNID0200895231,1,0.6116014642788234
SYNID0200795158,1,0.6093520516903841
SYNID0200254778,1,0.6084002557169266
SYNID0200760091,1,0.6073228076052999
SYNID0200212894,1,0.6052575768296282
SYNID0200464614,1,0.6046986268896184
SYNID0200196852,1,0.6039816442095823
SYNID0200822535,1,0.60269572411901
SYNID0200179433,1,0.601813310784093
SYNID0200461935,1,0.5985619014533108
SYNID0200996134,1,0.594583383037658
SYNID0200468718,1,0.5932318177953223
SYNID0200206740,1,0.5910085300015635
SYNID0200374359,1,0.5873955796051495
SYNID0200284137,1,0.5870453888884862
SYNID0200870113,1,0.5867838792119883
SYNID0200211336,1,0.5842332967512589
SYNID0200243992,1,0.5822771652040495
SYNID0200763026,1,0.5813719779546824
SYNID0200938791,1,0.5792302339386137
SYNID0200433479,1,0.5774249197731346
SYNID0200640961,1,0.5772000550959082
SYNID0102006502,1,0.577007519916944
SYNID0200388599,1,0.576467300475326
SYNID0200554364,1,0.5764619285202028
SYNID0200483480,1,0.5756639218785674
SYNID0200809536,1,0.5728087619847866
SYNID0200103927,1,0.5726720482536605
SYNID0200015031,1,0.5708811310845412
SYNID0200570129,1,0.570316647035534
SYNID0200522789,1,0.5689958230965543
SYNID0200146837,1,0.5682295212859602
SYNID0200042170,1,0.5680118131153256
SYNID0100473430,1,0.5679293811151349
SYNID0104896123,1,0.5666687152324383
SYNID0200791566,1,0.5664937612520905
SYNID0200221187,1,0.5661571119953052
SYNID0200168049,1,0.5645564065609048
SYNID0200474662,1,0.5623290914894629
SYNID0200780279,1,0.559866040604507
SYNID0200336596,1,0.5597670658917765
SYNID0200713077,1,0.558419399992088
SYNID0200225121,1,0.5583154680609431
SYNID0107710538,1,0.5576386665490549
SYNID0200254629,1,0.5575752000467713
SYNID0200417241,1,0.5565684444656129
SYNID0105646768,1,0.556442277080587
SYNID0200015561,1,0.5561523751622222
SYNID0200567030,1,0.5523710185381138
SYNID0200943586,1,0.5509301021073757
SYNID0100798047,1,0.5501591100832302
SYNID0200015063,1,0.5500250966079151
SYNID0200385704,1,0.5499445365301694
SYNID0200155033,1,0.5498334934928315
SYNID0200253495,1,0.5478427023836238
SYNID0100340845,1,0.5470696435264463
SYNID0200868532,1,0.5467591325050969
SYNID0200071595,1,0.5458399940974364
SYNID0108922938,1,0.5449714477180696
SYNID0200265491,1,0.5447351827609134
SYNID0108510239,1,0.5443142932447662
SYNID0200353800,1,0.5439914933758865
SYNID0200333781,1,0.5439713571016835
SYNID0200952615,1,0.5430712715115491
SYNID0200428569,1,0.54299603766506
SYNID0200959165,1,0.5427020517806311
SYNID0200230798,1,0.5404771012823977
SYNID0200274762,1,0.5400756740295576
SYNID0200721166,1,0.5400702666858311
SYNID0200062147,1,0.5396403032461179
SYNID0200954372,1,0.5392254296594936
SYNID0200431387,1,0.5382239946060315
SYNID0200263267,1,0.5381121230595092
SYNID0200581632,1,0.5376705988310375
SYNID0200005059,1,0.5371080192032948
SYNID0200903985,1,0.5366479983667771
SYNID0200377956,1,0.53535832419825
SYNID0200399100,1,0.5349223092609353
SYNID0200369317,1,0.5338075201918913
SYNID0200157921,1,0.5330645316793914
SYNID0200668364,1,0.5319750783584071
SYNID0107153762,1,0.5313218532247409
SYNID0200550469,1,0.5306519349127223
SYNID0200554508,1,0.5302921493924768
SYNID0200371176,1,0.5299712120645756
SYNID0200015834,1,0.5295795323535972
SYNID0106406171,1,0.5283412755932955
SYNID0200373202,1,0.5282045844861597
SYNID0200165094,1,0.5281313268360385
SYNID0200122511,1,0.5273747721523274
SYNID0200648249,1,0.5266979954703523
SYNID0200666780,1,0.5260457670270573
SYNID0200506992,1,0.5253400924721565
SYNID0200924135,1,0.5251560323401261
SYNID0200591963,1,0.5247524330918649
SYNID0200164810,1,0.5247022528568176
SYNID0200639063,1,0.5234339761168076
SYNID0200039903,1,0.5221588763403859
SYNID0109861268,1,0.5220723966614458
SYNID0200712083,1,0.521501586345826
SYNID0200717612,1,0.5205366167421253
SYNID0200170062,1,0.5204954044478507
SYNID0200349306,1,0.520117661335193
SYNID0200882624,1,0.5195440440524608
SYNID0200859953,1,0.5193181514029303
SYNID0200117193,1,0.5191144863001501
SYNID0200821735,1,0.5188797396503475
SYNID0200629884,1,0.5186677396650041
SYNID0200140376,1,0.5172940096357451
SYNID0200341758,1,0.517260250886671
SYNID0200015370,1,0.5168949436995174
SYNID0200643591,1,0.516407214291944
SYNID0200959519,1,0.5155831097201262
SYNID0200854171,1,0.5154759077048123
SYNID0200935858,1,0.5151660678263247
SYNID0101485997,1,0.5143798626357587
SYNID0200908516,1,0.5137719330375735
SYNID0200430731,1,0.5135936300937605
SYNID0200035208,1,0.5122039532086862
SYNID0200899960,1,0.5120083261014595
SYNID0200566608,1,0.50920351522826
SYNID0200168986,1,0.509044539679425
SYNID0108752424,1,0.5088871525730934
SYNID0200873981,1,0.508728106731881
SYNID0200699141,1,0.508724763543583
SYNID0200194018,1,0.508382572725266
SYNID0200136950,1,0.5073299965530499
SYNID0200914846,1,0.5067699351624837
SYNID0108767179,1,0.5064275471799417
SYNID0200106531,1,0.5059733201369838
SYNID0200413382,1,0.5051841662517688
SYNID0200765156,1,0.5046036953849429
SYNID0200900513,1,0.503437122211102
SYNID0106084824,1,0.5026950475654209
SYNID0200034603,1,0.5026778902018139
SYNID0200568454,1,0.5025746030444525
SYNID0200291936,1,0.5020449850936707
SYNID0200173025,1,0.5003371663609226
SYNID0200057370,1,0.49991552606864
SYNID0200259434,1,0.4994231273598918
SYNID0200373751,1,0.49936297119185585
SYNID0200173916,1,0.49934045488238465
SYNID0200426958,1,0.4982707440681388
SYNID0200674922,1,0.4982101305630927
SYNID0200020394,1,0.4981250944293203
SYNID0200332292,1,0.4978943218985372
SYNID0200900408,1,0.4975150383119984
SYNID0200318536,1,0.49694219654335703
SYNID0100749403,1,0.49654294539326527
SYNID0100068815,1,0.4963847141308656
SYNID0200392454,1,0.49569866675850854
SYNID0200131696,1,0.49539310230891925
SYNID0200589412,1,0.49447632913103057
SYNID0200685212,1,0.4939295259955764
SYNID0200619086,1,0.49372033139203814
SYNID0200494373,1,0.4923274150181237
SYNID0102109558,1,0.49156887013074485
SYNID0200865084,1,0.4913891241650525
SYNID0200746606,1,0.49016015490425024
SYNID0200724989,1,0.49003496057522145
SYNID0200801153,1,0.48976055441437355
SYNID0200509059,1,0.48951616225358663
SYNID0200440039,1,0.48878747351649515
SYNID0200637929,1,0.48805672693462304
SYNID0103066725,1,0.4875740803567881
SYNID0200816343,1,0.48670670633107804
SYNID0200890882,1,0.4861811433059159
SYNID0200177964,1,0.4858016077587952
SYNID0200031915,1,0.4857771384440336
SYNID0200671571,1,0.4853652973207316
SYNID0200363213,1,0.4853058902790829
SYNID0200227795,1,0.48286029113148554
SYNID0102030722,1,0.4825413524074117
SYNID0200315339,1,0.4824836020323724
SYNID0200922167,1,0.4823336583025631
SYNID0200414389,1,0.4822063095184588
SYNID0200625391,1,0.4820744594857324
SYNID0200850670,1,0.48153084892059583
SYNID0200239996,1,0.48114633803846896
SYNID0109838009,1,0.48105127311334545
SYNID0103491795,1,0.48091999092974547
SYNID0200629967,1,0.480549615695141
SYNID0105758260,1,0.47983153685870383
SYNID0200639308,1,0.4795859876659718
SYNID0200076471,1,0.47910511929017796
SYNID0200097286,1,0.47864509497652424
SYNID0200022981,1,0.4783742994465645
SYNID0104723093,1,0.4783125980477067
SYNID0200899840,1,0.4782335685531609
SYNID0200820259,1,0.4775249507176655
SYNID0200106854,1,0.4774688242427615
SYNID0200637071,1,0.4773587842442038
SYNID0200758795,1,0.47658444084025253
SYNID0200182606,1,0.47641883339342855
SYNID0200192127,1,0.476196518278395
SYNID0200483554,1,0.4756017548079545
SYNID0200629168,1,0.47527207330164073
SYNID0200300572,1,0.47527138615871006
SYNID0200221854,1,0.4746311336318825
SYNID0200996396,1,0.47438742100778053
SYNID0200577263,1,0.47415904501865225
SYNID0200673243,1,0.47408016387316587
SYNID0200317409,1,0.4738042674857157
SYNID0200423958,1,0.4736643693529384
SYNID0200609331,1,0.4735783563489154
SYNID0104039607,1,0.47294750274035297
SYNID0200493584,1,0.47282462751391646
SYNID0200328575,1,0.472580766472688
SYNID0200505306,1,0.4722067757436569
SYNID0108229005,1,0.47165181063225436
SYNID0200595145,1,0.47162892556748043
SYNID0200527355,1,0.4715125454985172
SYNID0200108889,1,0.4701538174131582
SYNID0104884444,1,0.46988492327737297
SYNID0200917657,1,0.46977720464548095
SYNID0200605005,1,0.4695387848566702
SYNID0200528587,1,0.46934419935751176
SYNID0200524333,1,0.46919299150393484
SYNID0200598140,1,0.46775305592604044
SYNID0200185524,1,0.46634534569387154
SYNID0200905783,1,0.46631916234960197
SYNID0200061901,1,0.4659145121734092
SYNID0200624138,1,0.46546169058928144
SYNID0200115228,1,0.4641299203677429
SYNID0200486637,1,0.4635664082702503
SYNID0200761591,1,0.462721663114956
SYNID0200856938,1,0.4625292064057066
SYNID0200000024,1,0.4616619399259294
SYNID0200898798,1,0.46137638278021287
SYNID0200180264,1,0.461349674105093
SYNID0200293954,1,0.4611683726426812
SYNID0101567239,1,0.46078530042189825
SYNID0106194615,1,0.45973100384027854
SYNID0200400920,1,0.4595764663312156
SYNID0200847447,1,0.45949518252311666
SYNID0200892021,1,0.45936554554822806
SYNID0107269072,1,0.45917472549998906
SYNID0200061993,1,0.45891893874422446
SYNID0200026248,1,0.4585661346447608
SYNID0200828615,1,0.458438418061051
SYNID0200622869,1,0.4583053065556256
SYNID0200013887,1,0.45828644161950094
SYNID0200256082,1,0.45811894306712764
SYNID0200194769,1,0.4581028654546222
SYNID0200179532,1,0.4575116756891029
SYNID0200428801,1,0.4571835122018111
SYNID0200467375,1,0.4568825795375028
SYNID0200760873,1,0.4562700484966976
SYNID0200096821,1,0.4561120792732636
SYNID0107438729,1,0.4559298931832544
SYNID0200366068,1,0.4558395205219637
SYNID0200736233,1,0.4558209097706851
SYNID0109878232,1,0.4549609467777357
SYNID0200127739,1,0.45463208400358707
SYNID0200397490,1,0.454197301728406
SYNID0200196476,1,0.45397675601836185
SYNID0200894351,1,0.45393702621893295
SYNID0200001811,1,0.45355197921349344
SYNID0200548484,1,0.4532112244625365
SYNID0200458134,1,0.4525968483502244
SYNID0104184688,1,0.4524229755013166
SYNID0200521745,1,0.45230998844387477
SYNID0101925359,1,0.4519512888948586
SYNID0200045450,1,0.45164003751899395
SYNID0200790891,1,0.4512622637718706
SYNID0200336410,1,0.4507786345970344
SYNID0200907445,1,0.4507672725683448
SYNID0200882034,1,0.4501848107924627
SYNID0200688182,1,0.449480842649301
SYNID0200848881,1,0.4493604967107788
SYNID0200128512,1,0.4492626631875441
SYNID0108297552,1,0.44912408688954286
SYNID0200460334,1,0.44898466097989853
SYNID0200437472,1,0.4481697511097867
SYNID0200719252,1,0.44796242221426136
SYNID0200241595,1,0.4473037175052425
SYNID0200104376,1,0.44688242969291
SYNID0200665919,1,0.4462844544899272
SYNID0200619184,1,0.4461824970466323
SYNID0200480606,1,0.4458968237033319
SYNID0200348232,1,0.4451192826319506
SYNID0200548300,1,0.44485092806133797
SYNID0200231048,1,0.4447950041481047
SYNID0101285831,1,0.444577044902606
SYNID0200981723,1,0.443847854569355
SYNID0200113383,1,0.4437159979429395
SYNID0200231662,1,0.4430239081632431
SYNID0102944916,1,0.4422736972051722
SYNID0200820582,1,0.441427239808005
SYNID0200835845,1,0.44106281221467436
SYNID0200959373,1,0.4407316919008228
SYNID0200553953,1,0.43993651290384883
SYNID0200834607,1,0.4395580104505791
SYNID0200781560,1,0.43907408411414345
SYNID0200055861,1,0.4390156398486139
SYNID0200452952,1,0.43893959485239
SYNID0200728288,1,0.4385547517827977
SYNID0200221305,1,0.4384307907007594
SYNID0200488817,1,0.43826254730282477
SYNID0200855353,1,0.4376826580881994
SYNID0200962987,1,0.4376763219857183
SYNID0200663490,1,0.43763713171397367
SYNID0200499729,1,0.437614159568686
SYNID0200938648,1,0.4374124395032347
SYNID0200019013,1,0.43689228003154335
SYNID0105920827,1,0.4364518555058091
SYNID0200660098,1,0.4362954701957978
SYNID0101045323,1,0.43621455916222474
SYNID0200911238,1,0.43577944644522526
SYNID0105351153,1,0.4356306565470766
SYNID0104556768,1,0.43550893549492187
SYNID0200197523,1,0.4354764398222223
SYNID0200033166,1,0.43522920476640536
SYNID0200223650,1,0.43513870871595584
SYNID0200369865,1,0.4351142348345912
SYNID0200641645,1,0.4346428488139923
SYNID0200406497,1,0.4341893981384551
SYNID0200640438,1,0.43409527732685915
SYNID0102877131,1,0.43379408980856093
SYNID0109489167,1,0.4336584732843429
SYNID0102386693,1,0.4333823427869129
SYNID0200183857,1,0.43336757539632503
SYNID0200890020,1,0.43319092257954783
SYNID0200961266,1,0.4329753099521094
SYNID0109748867,1,0.43293048148242375
SYNID0200345105,1,0.4327563492656785
SYNID0200627784,1,0.4323047946474083
SYNID0200196792,1,0.43218624761146995
SYNID0108973630,1,0.431786793634254
SYNID0200464712,1,0.43082802077885335
SYNID0200853842,1,0.43078593511543084
SYNID0200639789,1,0.43008898884772634
SYNID0200564218,1,0.43001295516271826
SYNID0200238868,1,0.42981402991818546
SYNID0200243065,1,0.4293598317287197
SYNID0102087438,1,0.42935084139390706
SYNID0200941848,1,0.4292920407056393
SYNID0200559220,1,0.42919262366534927
SYNID0200048695,1,0.42914452984468476
SYNID0200723447,1,0.42908671872056103
SYNID0200717801,1,0.42904802654278706
SYNID0200929998,1,0.42895838889087534
SYNID0105669514,1,0.4289232867764501
SYNID0101094714,1,0.428903198150405
SYNID0200332660,1,0.42883316483029915
SYNID0200227629,1,0.42880302801793746
SYNID0200217537,1,0.4287511386516043
SYNID0200935823,1,0.42826249258587534
SYNID0108774043,1,0.42826027836794106
SYNID0200886132,1,0.42802049536998044
SYNID0200197281,1,0.42797595081559314
SYNID0200101124,1,0.42734030748494156
SYNID0200608788,1,0.4272033722402585
SYNID0105359473,1,0.42716768311323106
SYNID0200960369,1,0.42714649568011287
SYNID0200087737,1,0.42690814868936267
SYNID0200608038,1,0.4267243696431129
SYNID0200799592,1,0.4266355766130866
SYNID0200234697,1,0.42637373895913705
SYNID0200708852,1,0.4263240227348536
SYNID0200438486,1,0.4263168394558547
SYNID0200393622,1,0.42624113963164056
SYNID0200318757,1,0.4258510689492843
SYNID0200742144,1,0.4257150545498995
SYNID0200404293,1,0.42556531846595175
SYNID0200679826,1,0.42553759303007005
SYNID0200263232,1,0.4250787925515201
SYNID0200437097,1,0.42500873346250656
SYNID0200032850,1,0.4248752329552675
SYNID0106416221,1,0.4245080739975563
SYNID0200941559,1,0.42422978894747243
SYNID0200288219,1,0.4239024110360339
SYNID0200752981,1,0.4235376775035082
SYNID0200989155,1,0.4228495581252235
SYNID0105333878,1,0.42250182591666724
SYNID0200486365,1,0.4219066848204579
SYNID0200512009,1,0.42159118418541763
SYNID0200658963,1,0.42158353518873204
SYNID0104376482,1,0.42143376489823403
SYNID0200405588,1,0.4213135996846986
SYNID0200448346,1,0.42088714252631493
SYNID0200756068,1,0.42075365232345546
SYNID0200051580,1,0.42038816463037026
SYNID0200878684,1,0.4198060358517868
SYNID0200040092,1,0.4197089687170428
SYNID0200886076,1,0.4196184519823071
SYNID0200304685,1,0.41953776882432803
SYNID0200531195,1,0.4194983679265546
SYNID0200684273,1,0.41940992646932784
SYNID0200449318,1,0.4193247758324272
SYNID0200743435,1,0.41902135960131837
SYNID0200828245,1,0.41895342896728405
SYNID0200528056,1,0.4189325292880852
SYNID0200852115,1,0.41889336448457337
SYNID0106384488,1,0.41886597433931916
SYNID0200934424,1,0.4188143004290542
SYNID0200388147,1,0.4186275061711633
SYNID0200145132,1,0.4182439896280465
SYNID0200420845,1,0.4180452924513008
SYNID0104689103,1,0.41780450963831844
SYNID0200990058,1,0.4170676878927508
SYNID0106198344,1,0.41675627354857514
SYNID0200103945,1,0.41670283165881594
SYNID0200149656,1,0.41670231339381597
SYNID0200965915,1,0.41621642851429136
SYNID0200397786,1,0.4159446195020693
SYNID0106096734,1,0.41533383897373677
SYNID0200918482,1,0.41514357640757127
SYNID0105579175,1,0.41510281115816244
SYNID0200498716,1,0.414436020010586
SYNID0101452404,1,0.4143023390177778
SYNID0200513227,1,0.4140345014337141
SYNID0200638313,1,0.4140313848168163
SYNID0101820104,1,0.41374028994352097
SYNID0200141350,1,0.41368209604171796
SYNID0200674656,1,0.41367827887762443
SYNID0200078974,1,0.41346799765456443
SYNID0104872799,1,0.4132995311669396
SYNID0200914127,1,0.41314454432238373
SYNID0108508298,1,0.41299065603235097
SYNID0200624644,1,0.4129667041747773
SYNID0200789397,1,0.41288630613256816
SYNID0200750495,1,0.41282365653995495
SYNID0200590207,1,0.41277710219567965
SYNID0200011095,1,0.41273296061619424
SYNID0200160447,1,0.4127211575133971
SYNID0102843736,1,0.4124470017829477
SYNID0200741532,1,0.4123205105336494
SYNID0200275280,1,0.4123013882030981
SYNID0200699762,1,0.41219821053782096
SYNID0200325171,1,0.4120754173290745
SYNID0200548892,1,0.41205204690916086
SYNID0200555428,1,0.41200199511558644
SYNID0104871051,1,0.4115442859029692
SYNID0103610981,1,0.4114477293802345
SYNID0200298809,1,0.4112736654510858
SYNID0200350538,1,0.4111958253697196
SYNID0200493155,1,0.41089112499328784
SYNID0200283802,1,0.41055574689264773
SYNID0200291635,1,0.4102870944741065
SYNID0200577864,1,0.4102527544121601
SYNID0104887545,1,0.4100218953279944
SYNID0104442666,1,0.40994423937318314
SYNID0200758680,1,0.4097902758605303
SYNID0200192866,1,0.40960133577256297
SYNID0200772597,1,0.4093825697744877
SYNID0200648473,1,0.40920563560483547
SYNID0200772161,1,0.40882987504530954
SYNID0200227891,1,0.40855645929957474
SYNID0106746544,1,0.4083183603782265
SYNID0200389404,1,0.4080648364794339
SYNID0200642224,1,0.40790028218305835
SYNID0200381775,1,0.40783158931996766
SYNID0105046951,1,0.4078088321346207
SYNID0200425834,1,0.4077285259444896
SYNID0103968909,1,0.4076999667920024
SYNID0200608686,1,0.4076583674103562
SYNID0200267468,1,0.40752341648127866
SYNID0200528962,1,0.407465828287627
SYNID0200945506,1,0.40736402843737285
SYNID0101700553,1,0.406856385286358
SYNID0107016868,1,0.40679565551394475
SYNID0200537760,1,0.40666524336592447
SYNID0200081863,1,0.406609498533564
SYNID0200599866,1,0.4064111614706742
SYNID0200979012,1,0.4063828928971046
SYNID0200445263,1,0.4062529794112667
